id,amp1,amp2,sep_dist,GDR,NES1,NES2
1,0.967264048968625,0.552545170059121,110.347830301856,-32.8610900862827,9.07449338156509,4.31074631001945
2,0.284555839844256,0.11584157296904,191.953696204563,-10.1855757391615,2.81913884058743,1.30690803051813
3,0.871926990581363,0.887963934618941,225.599930931451,-34.7510686181781,12.7884534810867,7.40507912937503
4,0.399105922941744,0.409153315490787,289.401778871312,-17.7459408060076,6.12060223988002,3.361908379412
5,0.127254797455706,0.692224931154507,241.423714058712,-16.1389047234337,6.99392111310087,4.34193020353144
6,0.710594032646348,0.252633727616719,133.839985477409,-22.4741802050284,4.78715240805281,1.6599955610063
7,0.655128285314632,0.795477055048915,352.516196883519,-26.7395169018489,12.4381667996019,7.97315973275024
8,0.527506435856506,0.635108161088449,179.613320965021,-25.2824382887109,6.86724103338343,3.17939617220028
9,0.825419185892782,0.0343637257207577,318.821586764818,-19.827295067133,3.64042120341978,0.972493776091344
10,0.187037194213298,0.961036412628752,51.9605278161233,-25.3427927546084,7.23051318727954,3.53127682833528
11,0.040815189589693,0.303595403289961,92.1633715939376,-8.72043331940283,2.23066251313531,0.958764694318073
12,0.488228704508125,0.445208172426971,31.6744508745265,-22.8584497780732,3.95772799091494,0.866019176674193
13,0.274286057949066,0.01,5,-7.72129030993772,1.33301482388023,0.281141977610012
14,1,0.01,5,-22.0442573980114,5.99879567972029,2.8361765509148
15,0.01,0.01,5,-0.913489364471354,-0.157655393381012,-0.246078898365699
16,0.153165023773909,0.381145436763763,5,-13.9130546178317,2.69626084817106,0.770088530029374
17,0.01,0.01,45.5416619032621,-0.984589549991134,-0.228755578900792,-0.317179083885478
18,0.01,0.01,355,-0.724349577891025,0.0314843931993174,-0.0569391117853693
19,0.01,0.099520557820797,5,-3.00591196418923,0.897378576354035,0.441608770666953
20,0.467989099025726,0.01,355,-11.8350068115756,1.98209803799961,0.388465679096867
21,0.01,0.01,131.323255896568,-0.774519317099634,-0.0186853460092914,-0.107108850993978
22,0.01,0.01,237.001116871834,-0.622835807361051,0.132998163729291,0.0445746587446042
23,0.01,0.625689046978951,5,-15.3345385322029,2.15069039122127,0.147584459340517
24,0.01,0.01,77.4995940923691,-0.800955696396905,-0.0451217253065631,-0.13354523029125
25,0.01,0.01,5,-0.913489364471354,-0.157655393381012,-0.246078898365699
26,0.280218929946423,0.626324805617333,5,-21.7247086756866,4.23106001098137,1.24480716120813
27,0.59501761674881,0.01,184.705485701561,-14.8267479438396,1.93726783049682,0.0141840918070182
28,0.379255332350731,0.672675115466118,5,-24.8632747148118,4.70357483168396,1.30884126192189
